,price,propertyType,size,exterior,rooms,bathrooms,municipality,distance,floor,hasLift
0,750.0,flat,60.0,True,1,1,Madrid,7037,3,True
1,750.0,flat,70.0,True,2,1,San Sebastián de los Reyes,16145,bj,False
2,590.0,flat,70.0,True,3,2,Rascafría,56596,Sin información,False
3,684.0,studio,45.0,True,0,1,Madrid,10656,Sin información,Sin información
4,600.0,flat,73.0,True,2,1,Manzanares el Real,37062,3,False
5,600.0,duplex,71.0,True,1,1,Miraflores de la Sierra,44126,1,False
6,550.0,flat,53.0,True,1,1,Madrid,4008,1,False
7,700.0,studio,28.0,True,0,1,Madrid,5569,1,False
8,700.0,duplex,86.0,True,2,1,Galapagar,31153,3,True
9,700.0,flat,45.0,False,1,1,Madrid,2046,5,False
10,550.0,flat,54.0,True,2,1,Arganda,26233,en,False
11,695.0,flat,64.0,True,2,1,San Sebastián de los Reyes,15747,1,False
12,650.0,flat,68.0,True,2,1,San Lorenzo de el Escorial,42410,bj,False
13,700.0,flat,30.0,False,1,1,Madrid,3247,1,True
14,700.0,flat,35.0,False,1,1,Madrid,1894,1,False
15,700.0,flat,43.0,True,1,1,Madrid,4442,2,True
16,650.0,flat,60.0,True,2,1,Madrid,3985,1,False
17,700.0,flat,105.0,True,3,2,Aranjuez,44003,bj,False
18,695.0,flat,40.0,False,1,1,Madrid,2271,4,True
19,675.0,flat,40.0,True,1,1,Villanueva del Pardillo,23556,bj,False
20,750.0,studio,45.0,False,0,1,Madrid,1027,bj,True
21,750.0,flat,99.0,True,3,2,Aranjuez,43492,1,True
22,680.0,flat,38.0,False,1,1,Madrid,2591,1,True
23,750.0,flat,51.0,True,1,1,Madrid,11896,1,True
24,750.0,penthouse,60.0,True,1,1,Las Rozas de Madrid,21316,2,False
25,750.0,studio,25.0,False,0,1,Madrid,533,4,True
26,750.0,flat,40.0,False,1,1,Madrid,1989,1,False
27,650.0,flat,62.0,True,2,1,Madrid,7841,1,False
28,750.0,studio,30.0,True,0,1,Madrid,935,3,False
29,750.0,flat,39.0,False,1,1,Madrid,2036,5,False
30,700.0,flat,62.0,True,2,1,Madrid,8492,3,False
31,747.0,flat,96.0,True,3,2,Navalcarnero,26611,1,True
32,640.0,studio,35.0,True,0,1,Madrid,7324,1,True
33,750.0,flat,30.0,False,1,1,Madrid,2133,st,True
34,750.0,flat,70.0,True,2,1,Alcalá de Henares,28703,2,True
35,625.0,flat,52.0,True,2,1,El Escorial,40445,2,False
36,700.0,studio,40.0,True,0,1,Madrid,1431,3,True
37,750.0,studio,40.0,True,0,1,Madrid,2417,en,True
38,650.0,flat,35.0,False,1,1,Madrid,1121,2,True
39,720.0,flat,70.0,True,3,1,Alcalá de Henares,29099,2,False
40,699.0,flat,52.0,True,1,1,Madrid,7092,3,True
41,750.0,flat,65.0,True,2,1,Leganés,13081,Sin información,True
42,695.0,flat,65.0,True,2,1,Coslada,13904,Sin información,True
43,750.0,flat,78.0,True,2,2,Torrejón de Ardoz,19719,Sin información,True
44,620.0,flat,60.0,True,2,1,Madrid,7981,Sin información,False
45,550.0,flat,38.0,True,1,1,Leganés,10938,Sin información,False
46,750.0,flat,46.0,False,1,1,Madrid,1476,3,True
47,680.0,studio,55.0,True,0,1,Madrid,5097,bj,False
48,700.0,flat,50.0,True,1,2,Camarma de Esteruelas,32052,Sin información,Sin información
49,750.0,duplex,35.0,True,1,1,Madrid,4047,Sin información,Sin información
50,750.0,flat,66.0,True,2,1,Alcorcón,13311,1,True
51,650.0,flat,65.0,True,1,1,Alcalá de Henares,29440,en,True
52,720.0,flat,133.0,False,3,2,Pinto,19453,1,True
53,600.0,flat,50.0,True,1,1,Valdemoro,24430,Sin información,True
54,650.0,flat,61.0,True,1,1,Collado Villalba,34886,2,True
55,650.0,flat,65.0,False,2,1,Alcorcón,11537,3,False
56,700.0,flat,45.0,True,1,1,Madrid,12321,3,False
57,625.0,flat,62.0,True,2,1,Getafe,11666,bj,False
58,595.0,flat,45.0,True,1,1,Madrid,4543,bj,False
59,650.0,flat,55.0,True,1,1,Madrid,10495,4,True
60,725.0,flat,50.0,True,1,1,Madrid,7708,2,True
61,750.0,flat,95.0,True,3,1,Alcalá de Henares,28483,8,True
62,700.0,penthouse,30.0,True,1,1,Madrid,12049,1,True
63,700.0,flat,27.0,False,1,1,Madrid,1391,3,False
64,650.0,flat,59.0,True,2,1,Alcalá de Henares,30562,1,True
65,550.0,flat,40.0,True,1,1,Paracuellos de Jarama,17750,3,True
66,650.0,flat,55.0,True,1,1,Madrid,10296,4,True
67,750.0,flat,65.0,True,2,1,Madrid,5580,Sin información,True
68,725.0,flat,70.0,True,2,1,Madrid,4117,Sin información,True
69,700.0,flat,80.0,True,1,1,Alcalá de Henares,29460,1,False
70,650.0,flat,40.0,True,1,1,Madrid,12224,bj,True
71,695.0,flat,90.0,True,3,1,Madrid,7729,Sin información,False
72,750.0,flat,55.0,True,1,1,Madrid,6017,Sin información,False
73,650.0,flat,65.0,True,2,1,Madrid,7559,Sin información,True
74,666.0,flat,70.0,True,1,2,Villanueva del Pardillo,24862,1,True
75,750.0,flat,78.0,True,2,2,Alcalá de Henares,29976,Sin información,True
76,630.0,flat,74.0,True,3,1,El Molar,36483,Sin información,True
77,635.0,studio,55.0,True,0,1,Leganés,14528,2,True
78,725.0,flat,69.0,True,2,1,Collado Villalba,35892,1,True
79,750.0,flat,35.0,False,1,1,Madrid,859,1,False
80,690.0,flat,65.0,True,2,1,Madrid,4724,3,False
81,700.0,studio,30.0,False,0,1,Madrid,1041,2,True
82,730.0,flat,64.0,True,3,1,Parla,20235,1,False
83,750.0,flat,51.0,True,1,1,Madrid,3436,1,True
84,750.0,flat,48.0,False,1,1,Tres Cantos,20526,4,True
85,690.0,flat,35.0,True,1,1,Madrid,4802,Sin información,False
86,750.0,flat,74.0,True,3,1,Alcorcón,13017,4,True
87,700.0,duplex,35.0,True,1,1,Madrid,852,bj,False
88,720.0,flat,42.0,True,1,1,Madrid,8333,4,True
89,595.0,flat,55.0,True,1,1,Quijorna,29699,1,False
90,700.0,flat,45.0,False,1,1,Madrid,1113,1,False
91,700.0,flat,75.0,True,2,1,Aranjuez,43915,1,False
92,675.0,duplex,87.0,True,2,2,Miraflores de la Sierra,44503,2,False
93,650.0,flat,45.0,True,1,1,Pedrezuela,37741,bj,False
94,750.0,studio,55.0,True,0,1,Madrid,918,2,True
95,720.0,studio,45.0,True,0,1,San Sebastián de los Reyes,15433,5,True
96,624.0,flat,45.0,True,1,1,Valdemoro,24077,Sin información,True
97,633.0,flat,45.0,True,1,1,Valdemoro,24077,Sin información,True
98,640.0,studio,33.0,True,0,1,Madrid,11189,2,True
99,645.0,flat,84.0,True,2,2,Aranjuez,43827,2,True
100,750.0,flat,46.0,False,1,1,Madrid,1069,3,False
101,735.0,studio,35.0,True,0,1,Madrid,11088,1,True
102,600.0,flat,55.0,True,1,1,Daganzo de Arriba,25189,Sin información,Sin información
103,750.0,flat,75.0,True,3,1,Madrid,8286,Sin información,False
104,600.0,penthouse,25.0,True,1,1,Madrid,183,5,True
105,705.0,flat,48.0,True,1,1,Madrid,11472,4,True
106,650.0,flat,62.0,True,2,1,Guadarrama,43229,3,False
107,700.0,duplex,61.0,True,2,1,Cobeña,23917,1,False
108,650.0,studio,40.0,False,0,1,Madrid,5088,en,True
109,700.0,flat,40.0,True,1,1,Madrid,3076,bj,False
110,730.0,flat,51.0,True,2,1,Madrid,6767,4,False
111,750.0,flat,50.0,True,2,1,Madrid,8331,3,False
112,680.0,flat,56.0,True,2,1,Torrejón de Ardoz,19298,3,False
113,710.0,flat,78.0,True,3,1,Parla,21617,4,False
114,720.0,flat,47.0,True,2,1,Madrid,7088,1,False
115,750.0,studio,43.0,True,0,1,Madrid,5332,Sin información,True
116,695.0,studio,40.0,True,0,1,Madrid,12376,Sin información,True
117,630.0,flat,54.0,True,1,2,El Álamo,32432,Sin información,Sin información
118,750.0,flat,90.0,True,3,1,Algete,26401,Sin información,True
119,730.0,flat,50.0,True,1,1,Madrid,8717,2,True
120,600.0,flat,90.0,True,3,1,Valdemoro,25182,Sin información,True
121,650.0,studio,45.0,True,0,1,Madrid,5656,bj,True
122,750.0,flat,38.0,False,1,1,Madrid,470,bj,True
