,price,propertyType_chalet,propertyType_countryHouse,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio,rooms_0,rooms_1,rooms_2,rooms_3,rooms_4,bathrooms_1,bathrooms_2,bathrooms_3,exterior_False,exterior_True,size_standard,distance_standard,municipality_standard,floor_standard,hasLift_standard
93,650.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.6698001513211578,1.808616988469094,-1.1686894088792097,-1.2663960811836383,-0.25623866340318285
94,750.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.10415350014222806,-1.1665635335093087,0.32551814451090866,0.5868697173249323,0.604025855683706
95,720.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.6698001513211578,0.0062020009804534745,1.6207452803858362,1.1736189129542818,0.604025855683706
96,624.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.6698001513211578,0.7046095297527238,-1.7385523723962688,-1.2512439464726683,0.604025855683706
97,633.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.6698001513211578,0.7046095297527238,-1.7385523723962688,-1.2512439464726683,0.604025855683706
98,640.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.3485761327358734,-0.3366996130997774,0.32551814451090866,0.5868697173249323,0.604025855683706
99,645.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.536221788276668,2.3003463059272193,-2.5465390913051835,0.5868697173249323,0.604025855683706
100,750.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6132354862032647,-1.1543632168914684,0.32551814451090866,0.06833862980017628,-0.25623866340318285
101,735.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.2354468025000873,-0.3448600897779356,0.32551814451090866,0.7671780889277882,0.604025855683706
102,600.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.10415350014222806,0.7944555700112576,-2.2961775481296987,-1.2512439464726683,-4.185620372065892
103,750.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0271398022156313,-0.5712527199977299,0.32551814451090866,-1.2512439464726683,-0.25623866340318285
104,600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.801093453679017,-1.2259491806226381,0.32551814451090866,1.1736189129542818,0.604025855683706
105,705.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.5001061559674789,-0.31383411904117575,0.32551814451090866,1.252531525615225,0.604025855683706
106,650.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2917991556830227,2.2520298202486195,-1.321553539996649,0.06833862980017628,-0.25623866340318285
107,700.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.23523449056512974,0.6916820419457407,0.9956523965186366,0.7671780889277882,-0.25623866340318285
108,650.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.9526234769106225,-0.8296408825398077,0.32551814451090866,-1.2025652485928284,0.604025855683706
109,700.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.9526234769106225,-0.9922040417126221,0.32551814451090866,-1.2663960811836383,-0.25623866340318285
110,730.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3304121606137999,-0.6939830573652771,0.32551814451090866,1.252531525615225,-0.25623866340318285
111,750.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3869768257316929,-0.5676168640520158,0.32551814451090866,0.06833862980017628,-0.25623866340318285
112,680.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0475888350243351,0.3184816283178928,-0.2584256023635321,0.06833862980017628,-0.25623866340318285
