,price,propertyType,size,exterior,rooms,bathrooms,municipality,distance,floor,hasLift
282,670.0,697.554347826087,53.0,1,682.5166666666667,694.5382165605096,704.998508748505,12383,701.7571428571429,1
283,600.0,697.554347826087,75.0,1,705.2307692307693,694.5382165605096,705.0909090816765,28756,670.1111111111111,-1
284,750.0,697.554347826087,70.0,1,697.96875,694.5382165605096,719.8187226116132,12614,715.6060606060603,0
285,700.0,697.554347826087,36.0,1,697.96875,694.5382165605096,696.4573863636364,9525,697.9574468085107,0
286,695.0,697.554347826087,58.0,0,682.5166666666667,694.5382165605096,705.6331360946746,5659,701.7571428571429,1
287,710.0,697.554347826087,66.0,1,682.5166666666667,694.5382165605096,641.3188116420554,25013,696.1785714285714,1
288,620.0,697.554347826087,80.0,1,697.96875,694.5382165605096,656.4573863636364,49280,696.1785714285714,0
289,700.0,697.554347826087,80.0,1,705.2307692307693,694.5382165605096,696.4573863636364,40907,701.7571428571429,0
290,715.0,697.554347826087,89.0,1,705.2307692307693,694.5382165605096,703.9573863636364,39316,678.3448275862069,0
291,750.0,697.554347826087,50.0,1,682.5166666666667,694.5382165605096,705.6331360946746,11203,701.7571428571429,1
292,750.0,697.554347826087,45.0,1,682.5166666666667,694.5382165605096,705.6331360946746,8426,696.1785714285714,1
293,550.0,689.625,25.0,0,690.8571428571429,694.5382165605096,705.6331360946746,4650,678.3448275862069,0
294,730.0,697.554347826087,60.0,1,682.5166666666667,694.5382165605096,726.1905331876595,27803,670.1111111111111,0
295,750.0,619.9090096269214,46.0,1,697.96875,694.5382165605096,705.6331360946746,3889,715.6060606060603,1
296,700.0,697.554347826087,45.0,1,682.5166666666667,694.5382165605096,714.6027704652122,13887,678.3448275862069,0
297,680.0,697.554347826087,85.0,1,697.96875,694.5382165605096,714.6027704652122,13303,678.3448275862069,1
298,600.0,697.554347826087,28.0,0,682.5166666666667,694.5382165605096,705.6331360946746,4418,715.6060606060603,0
299,750.0,697.554347826087,80.0,1,697.96875,694.5382165605096,734.6474178380435,30995,701.7571428571429,0
300,700.0,697.554347826087,62.0,1,682.5166666666667,694.5382165605096,719.8187226116132,13040,696.1785714285714,1
301,690.0,697.554347826087,77.0,1,697.96875,694.5382165605096,705.6331360946746,7283,678.3448275862069,1
302,700.0,697.554347826087,50.0,1,682.5166666666667,694.5382165605096,705.6331360946746,7844,678.3448275862069,0
303,750.0,697.554347826087,87.0,1,697.96875,694.5382165605096,714.6027704652122,13773,714.4372244662253,1
