,price,exterior,rooms,bathrooms,floor,hasLift,propertyType_chalet,propertyType_countryHouse,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio,municipality,size_standard,distance_standard
287,710.0,1,1,1,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,641.3188116420554,0.5171062683894639,0.6989619567451939
288,620.0,1,2,1,2.0,0,0.0,0.0,0.0,1.0,0.0,0.0,656.4573863636364,1.303094468860305,2.5608218974836405
289,700.0,1,3,1,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,696.4573863636364,1.303094468860305,1.9184123172387395
290,715.0,1,3,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,703.9573863636364,1.808372597734417,1.7963445228795327
291,750.0,1,1,1,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746,-0.3811659607200686,-0.3605957051659589
292,750.0,1,1,1,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746,-0.6618760323167975,-0.5736580967030531
293,550.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,705.6331360946746,-1.7847163187037132,-0.8633677079540679
294,730.0,1,1,1,-3.0,0,0.0,0.0,0.0,1.0,0.0,0.0,726.1905331876595,0.18025418247338923,0.9130217595498367
295,750.0,1,2,1,4.0,1,0.0,0.0,0.0,0.0,1.0,0.0,705.6331360946746,-0.6057340179974517,-0.9217546290774847
296,700.0,1,1,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,714.6027704652122,-0.6618760323167975,-0.15466864038901945
297,680.0,1,2,1,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,714.6027704652122,1.5838045404570338,-0.19947542348504502
298,600.0,0,1,1,4.0,0,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746,-1.6162902757456759,-0.8811676628826259
299,750.0,1,2,1,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,734.6474178380435,1.303094468860305,1.1579245877048259
300,700.0,1,1,1,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,719.8187226116132,0.2925382111120808,-0.21965382066698805
301,690.0,1,2,1,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746,1.1346684259022675,-0.6613535643036649
302,700.0,1,1,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746,-0.3811659607200686,-0.6183114319117636
303,750.0,1,2,1,5.0,1,0.0,0.0,0.0,1.0,0.0,0.0,714.6027704652122,1.6960885690957255,-0.16341516996598335
304,735.0,1,1,1,4.0,1,0.0,0.0,0.0,1.0,0.0,0.0,704.998508748505,-0.3250239464007228,-0.14423418405158883
305,700.0,1,3,1,5.0,1,0.0,0.0,0.0,1.0,0.0,0.0,718.2393568954209,1.303094468860305,0.14378750043895916
306,725.0,1,3,1,-3.0,0,0.0,0.0,0.0,1.0,0.0,0.0,705.4050746928433,1.022384397263576,0.026399866642864755
307,733.0,1,2,1,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,705.0909090816765,0.6518471027558942,0.9696440299691292
308,750.0,1,1,1,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746,-1.1671541611909095,-0.8950546966846477
309,675.0,1,2,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746,0.6855323113475013,-0.7861834206345444
310,650.0,1,2,1,2.0,0,0.0,0.0,0.0,1.0,0.0,0.0,669.7955176066374,1.5838045404570338,2.0840593115954507
311,730.0,1,1,1,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746,-0.26888193208137706,-0.7690739811989045
312,700.0,1,1,1,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,696.4573863636364,2.2575087122891833,0.6676585877329021
313,690.0,0,0,1,2.0,1,0.0,0.0,0.0,0.0,0.0,1.0,705.6331360946746,-1.054870132552218,-0.7752886206351682
314,700.0,1,2,1,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,669.7955176066374,0.7416743256668471,2.0917317059612084
315,600.0,1,2,2,2.0,0,0.0,0.0,1.0,0.0,0.0,0.0,633.095639357559,1.808372597734417,2.1920866242653205
316,700.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,705.6331360946746,-1.7847163187037132,-1.1671178008944194
317,690.0,1,2,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,691.4573863636364,0.18025418247338923,1.0052439398262456
319,700.0,1,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,705.6331360946746,-0.3250239464007228,-0.5702055192384622
320,670.0,1,1,1,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,707.4023832481668,0.23639619679273502,1.4756384383908565
321,750.0,1,2,1,4.0,1,0.0,0.0,0.0,1.0,0.0,0.0,661.0789132060843,1.303094468860305,0.7044860806885396
322,740.0,1,0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,705.6331360946746,-1.3355802041489468,-0.5816373868434412
324,750.0,1,2,1,3.0,0,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746,0.2925382111120808,-0.7825773952826381
325,750.0,1,0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,735.546085805312,0.7416743256668471,0.028394689177961785
326,650.0,1,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,705.6331360946746,-1.6162902757456759,-0.8059014741545419
327,625.0,1,1,1,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,641.3188116420554,-0.3250239464007228,0.6987317849142212
328,700.0,1,1,1,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746,-1.2232961755102554,-1.046277589633734
329,750.0,1,2,2,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,734.6474178380435,2.1452246836504916,1.1398177370016374
330,600.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,705.6331360946746,-1.7847163187037132,-0.9276623727391182
331,750.0,1,2,2,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,704.998508748505,1.808372597734417,-0.2320830995395157
332,700.0,1,1,1,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,624.9886310435428,-0.10045588912333968,1.235339046855322
333,750.0,1,3,2,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,734.6474178380435,1.8645146120537628,0.984605198982357
334,750.0,1,2,1,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746,-0.49344998935876017,-0.6959560628932325
335,625.0,1,2,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,654.092671611573,0.011828139515351886,2.128635922860503
336,750.0,1,1,1,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,735.546085805312,-0.6057340179974517,0.01719299340395539
337,695.0,1,1,1,4.0,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746,0.12411216815404345,-0.5606917502249225
338,450.0,1,1,1,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,551.8827731805424,-0.9425861039135265,2.330112998905303
339,720.0,1,2,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,719.8187226116132,0.06797015383469766,-0.18812027982372348
340,745.0,1,2,1,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,705.0909090816765,0.9101003686248844,0.989515531376442
341,720.0,1,2,1,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,705.0909090816765,0.7192175199391084,0.9760121172927083
342,750.0,1,2,1,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746,-0.10045588912333968,-0.6476199783889584
343,720.0,1,0,1,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,705.6331360946746,-0.49344998935876017,-0.7745213811985925
344,725.0,0,0,1,8.0,1,0.0,0.0,0.0,0.0,0.0,1.0,705.6331360946746,-0.7180180466361433,-1.1326687501921668
345,750.0,0,2,1,5.0,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746,1.303094468860305,-0.605498533320948
346,550.0,1,2,1,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,621.4573863636364,1.6399465547763796,2.4202636327029574
347,640.0,1,2,1,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,666.4573863636364,0.6855323113475013,1.0287214665854645
348,700.0,1,1,1,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,704.998508748505,-0.15659790344268545,-0.32583975868907605
349,700.0,1,1,1,6.0,1,0.0,0.0,0.0,1.0,0.0,0.0,705.6331360946746,0.12411216815404345,-0.6424794741639007
350,700.0,1,2,1,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,705.0909090816765,1.022384397263576,1.1091281595386062
351,695.0,0,2,1,3.0,0,0.0,0.0,0.0,1.0,0.0,0.0,693.9573863636364,0.2925382111120808,-0.056845612225607425
